originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
The Bad Guys,250162278,Universal Pictures,4008.0,75000000.0,PG,283,2022,100.0,"Adventure,Animation,Comedy",6.8,43461,9,writer,Hilary Winston
Smile,216135048,Paramount Pictures,3645.0,17000000.0,R,122,2019,81.0,"Adventure,Drama,Music",5.5,43,9,composer,Johannes Klingebiel
DC League of Super-Pets,207357117,Warner Bros.,4314.0,90000000.0,PG,185,2022,105.0,"Action,Adventure,Animation",7.2,65323,9,producer,Hiram Garcia
The Lost City,190844029,Paramount Pictures,4253.0,68000000.0,PG-13,311,2022,112.0,"Action,Adventure,Comedy",6.1,126080,9,writer,Seth Gordon
Lightyear,226425420,Walt Disney Studios Motion Pictures,4255.0,200000000.0,PG,227,2022,105.0,"Action,Adventure,Animation",6.1,107790,9,writer,Andrew Stanton
Black Adam,392952111,Warner Bros.,4402.0,260000000.0,PG-13,101,2022,125.0,"Action,Adventure,Fantasy",6.4,215249,9,writer,Bill Parker
Thor: Love and Thunder,760928081,Walt Disney Studios Motion Pictures,4375.0,250000000.0,PG-13,206,2022,118.0,"Action,Adventure,Comedy",6.3,339533,9,producer,Kevin Feige
Sonic the Hedgehog 2,402656846,Paramount Pictures,4234.0,100000000.0,PG,297,2022,122.0,"Action,Adventure,Comedy",6.5,69407,9,producer,Toby Ascher
Uncharted,401748820,Sony Pictures Entertainment (SPE),4275.0,120000000.0,PG-13,346,2022,116.0,"Action,Adventure",6.3,215819,9,writer,Jon Hanley Rosenberg
Elvis,287340048,Warner Bros.,3906.0,85000000.0,PG-13,220,2022,159.0,"Biography,Drama,Music",7.4,170345,9,producer,Gail Berman
Avatar: The Way of Water,2117086137,20th Century Studios,4202.0,250000000.0,PG-13,45,2022,192.0,"Action,Adventure,Fantasy",7.8,267916,9,writer,Shane Salerno
The Batman,770945583,Warner Bros.,4417.0,200000000.0,PG-13,332,2022,176.0,"Action,Crime,Drama",7.8,663924,9,producer,Dylan Clark
Jurassic World: Dominion,1001978080,Universal Pictures,4676.0,175000000.0,PG-13,234,2022,147.0,"Action,Adventure,Sci-Fi",5.6,167269,9,producer,Patrick Crowley
Black Panther: Wakanda Forever,841942934,Walt Disney Studios Motion Pictures,4396.0,250000000.0,PG-13,80,2022,161.0,"Action,Adventure,Drama",7.2,142810,9,composer,Ludwig Göransson
Nope,171235592,Universal Pictures,3785.0,68000000.0,R,192,2022,130.0,"Horror,Mystery,Sci-Fi",6.9,195028,9,editor,Nicholas Monsour
Top Gun: Maverick,1488732821,Paramount Pictures,4735.0,170000000.0,PG-13,248,2022,130.0,"Action,Drama",8.3,509709,9,writer,Justin Marks
Minions: The Rise of Gru,939628210,Universal Pictures,4391.0,80000000.0,PG,213,2022,87.0,"Adventure,Animation,Comedy",6.6,66850,9,writer,Brian Lynch
Doctor Strange in the Multiverse of Madness,955775804,Walt Disney Studios Motion Pictures,4534.0,190000000.0,PG-13,269,2022,126.0,"Action,Adventure,Fantasy",6.9,422116,9,producer,Kevin Feige
Norman,6217567,Sony Pictures Classics,5.0,6068999.0,R,262,2019,105.0,"Adventure,Sci-Fi,Thriller",3.7,402,9,cinematographer,Tom Branwell
Friend Request,10975390,Entertainment Studios Motion Pictures,2573.0,9900000.0,R,105,2020,61.0,Drama,4.6,10,9,editor,Antonio Lowry Edward
Sleight,3989705,BH Tilt,565.0,250000.0,R,248,2020,89.0,Drama,8.2,8,9,composer,Devin Bonnée
Silence,23834809,Paramount Pictures,4.0,45000000.0,R,374,2018,90.0,Drama,5.4,22,9,actor,Ethan Blashford
Gold,14880939,The Weinstein Company,2166.0,6500000.0,R,339,2022,165.0,"Comedy,Drama,Thriller",4.6,1349,9,cinematographer,Anend C. Chandran
Let There Be Light,7233471,Atlas Distribution Company,373.0,3000000.0,PG-13,431,2019,93.0,Drama,7.2,477,9,producer,Petr Oukropec
Unforgettable,17768012,Warner Bros.,2417.0,12000000.0,R,255,2019,86.0,Drama,7.4,310,9,producer,Vincent Del Rosario III
Born in China,25081168,Walt Disney Studios Motion Pictures,1508.0,7000000.0,G,255,2019,83.0,"Documentary,History",7.5,6625,9,producer,Christoph Jörg
The House,34184504,Warner Bros.,3134.0,40000000.0,R,185,2022,97.0,"Animation,Comedy,Drama",6.8,17921,9,writer,Enda Walsh
Gifted,43046590,Fox Searchlight,56.0,7000000.0,PG-13,269,2018,101.0,Documentary,6.8,21,9,producer,Edwin Sherman
Kidnap,34814102,Aviron Pictures,2378.0,21000000.0,R,154,2022,95.0,Thriller,9.7,86,9,editor,Renjith Surendran
Split,278454358,Universal Pictures,3038.0,9000000.0,PG-13,346,2022,52.0,Horror,7.2,5,4,actor,Daniel Valient
